,# favorite of tweet,# followers,# following,# of hastags,# of mentions,# retweets of tweet,account creation date,in reply to,location,name,number of account tweets,phrase,race,screen name,time,tweet,user id
2080,0,20,318,0,0,0,Fri Aug 04 21:14:33 +0000 2017,,"Hiawassee, Ga",lunalee17,1183,nigger are,black,AngieNi16523238,Sun Sep 24 04:15:20 +0000 2017,Niggers are just as good as a white nigger aren't they? And religion at this point... I'll just take my own life..,893580942585073664
2081,2,40,60,0,3,0,Sat Aug 22 03:34:52 +0000 2015,12514.0,,Gina_D🐸,620,nigger are,black,gmdarn,Sun Sep 24 03:27:12 +0000 2017,"@tomcoates @PLY_Wally @TrckDad Tom,slaves were sold to blacks!😮And there IS a difference between a ""nigger"" and a b… https://t.co/mcLw4FuanR",3435082996
2082,0,392,522,0,0,0,Wed Jan 09 04:15:05 +0000 2013,,"Las Vegas, NV",💡Tiana🔥,29722,nigger are,black,YeolliePollie,Sun Sep 24 03:18:50 +0000 2017,Why are they using nigger https://t.co/sfTSSvtj8k,1072794811
2083,2,1144934,7244,0,2,0,Wed Dec 31 17:47:21 +0000 2008,3082583342.0,Brooklyn ALL DAY,Talib Kweli Greene,245674,nigger are,black,TalibKweli,Sun Sep 24 03:00:40 +0000 2017,"@TKintheSFC @ablogaboutagirl there are Asians, Indians, Latinos who are dark enough to be called ""nigger"" &amp; grew up in black neighborhoods.",18511475
2084,2,5882,433,0,0,0,Wed Nov 23 22:55:03 +0000 2011,,"Las Vegas, USA",KING,168187,nigger are,black,DEVONTHESAV,Sun Sep 24 02:58:59 +0000 2017,You sir are a nigger https://t.co/Z6aRI7yHCf,419898105
2085,1,291,446,0,3,0,Fri Dec 26 23:53:26 +0000 2014,961835371.0,"Baton Rouge, LA",Never Give up,9666,nigger are,black,UniversalBlK,Sun Sep 24 02:39:17 +0000 2017,@RLegs22 @kale_miller @nickkerr1961 So blacks are not targeted by the police because they are black 😂😂😂 I've had po… https://t.co/A6my9WjEPA,2944408063
2086,0,30,95,4,1,0,Mon Aug 22 19:32:07 +0000 2016,8.222156797261005e+17,"New York, USA",collin howard,207,nigger are,black,CollinLHoward,Sun Sep 24 01:36:44 +0000 2017,@POTUS has spoken. If you are a #poc with a voice you are a #nigger. He said SOB but you know what he meant. #fuxkyou #maga,767806574559633408
2088,1,1099,1847,0,1,0,Fri May 20 19:54:39 +0000 2011,7.077761431103775e+17,Canada,TBT-AMadProphet,16669,nigger are,black,The_Big_Toe,Sun Sep 24 01:02:27 +0000 2017,"@SystemIsBorked Using the word nigger. There are no actual rules on twitter about language, just how you use it. So… https://t.co/pZ0HZA4fTs",302207442
2089,1,39,367,0,0,0,Mon Jan 02 04:28:43 +0000 2017,,norway,obama death grips,3751,nigger are,black,bigloser420,Sun Sep 24 01:01:53 +0000 2017,nigger man nigger man who are you nigger man nigger man i will shoot you,815776811921641472
2090,0,40,3,0,2,0,Tue Jan 19 04:02:39 +0000 2016,23083404.0,Laguna Beach ,Destiny Sierra,533,nigger are,black,DestinySierra16,Sun Sep 24 00:54:13 +0000 2017,@KingJames @StephenCurry30 You are such a disrespectful nigger,4826236023
2093,0,12153,11712,0,0,0,Tue May 01 20:42:55 +0000 2012,,U.S.A,G-Zero,56688,nigger are,black,GZeroConspiracy,Sat Sep 23 23:31:58 +0000 2017,can't say that: Sorority Girls Say 'Nigger' in a Song and OOPs! None of them are Black https://t.co/pi6Werg0S4,568521482
2095,0,158,729,0,2,0,Fri Jul 19 00:28:20 +0000 2013,7.956783702352937e+17,"warrior, al",joseph kelly,2508,nigger are,black,juliannesdaddy1,Sat Sep 23 22:38:21 +0000 2017,"@YallSomeCoons @hunter_pugh 1. Trump ain't a nigger, 2. Y'all don't like cause he says the truth, 3. Y'all don't wa… https://t.co/bLb42ObgQo",1604676842
2096,0,2014,3112,0,2,0,Wed Sep 10 23:20:04 +0000 2008,4568175495.0,Rollin' Mobile,Shalon Marie,5866,nigger are,black,shalonmarie,Sat Sep 23 22:36:57 +0000 2017,@MichaelA10247 @WayneDupreeShow You would be the first one calling his dumb ass a nigger. I don't give a flying fuc… https://t.co/POjT92hDrI,16230025
2097,0,1295,1666,0,0,0,Fri Sep 02 13:10:26 +0000 2016,,U.S.A.,American,22429,nigger are,black,jmfimbel,Sat Sep 23 22:35:54 +0000 2017,"Clearly they fear your stance.  By calling you a ""House Nigger"" they are saying you are not being one of them.  I s… https://t.co/7XzAotJ9sm",771696786130042880
2098,2,1295,1666,0,1,0,Fri Sep 02 13:10:26 +0000 2016,47293791.0,U.S.A.,American,22429,nigger are,black,jmfimbel,Sat Sep 23 22:35:43 +0000 2017,"@w_terrence Clearly they fear your stance.  By calling you a ""House Nigger"" they are saying you are not being one of them.  I say good.",771696786130042880
2099,0,70,207,0,0,0,Sun Jun 07 22:25:59 +0000 2015,,Sin City,Me Llamo Mark,6951,nigger are,black,GrnBackGuerilla,Sat Sep 23 22:23:45 +0000 2017,If teachers don’t say nigger when reading Huck Finn then they are bad teachers...Thank God comedians just comedy.,3239191728
2100,0,46,24,0,0,0,Sun Aug 23 23:39:10 +0000 2015,,"The Bronx, New York",Scary Nigger,12821,nigger are,black,mothafuckan,Sat Sep 23 22:20:54 +0000 2017,I can't tell if Crackas are racist or scared of me cuz I'm scary nigger,3437378633
2101,1,261,124,0,1,0,Wed Apr 16 02:02:48 +0000 2014,1463217606.0,NYC,•DøN•☄️,9883,nigger are,black,johnda_don,Sat Sep 23 22:13:32 +0000 2017,"@nballaccess Lol they just put “nigger” in front of his home, why are you surprised? This is America",2446374224
2104,0,1,75,0,8,0,Sat Feb 26 00:09:46 +0000 2011,36851760.0,Ohio,...,394,nigger are,black,LuvinMiaa,Sat Sep 23 21:26:04 +0000 2017,@FitFunFocused @LynnePatton @NFL @Kaepernick7 @KatrinaPierson @DiamondandSilk @charliekirk11 @PARISDENNARD… https://t.co/r7swEpH9DH,257696362
2105,0,12,30,1,3,0,Mon Sep 05 23:01:51 +0000 2016,7.468992983994368e+17,"Coconut Creek, FL",Solitide,51,nigger are,black,GodOFGripz,Sat Sep 23 21:18:02 +0000 2017,@Mattb74599 @sweetmiIks @VitoTheBest2 Sweetmilf serious question... are you a nigger? #nodisrespect !,772932785636073484
2106,0,11,80,0,1,0,Sun Jul 09 19:58:43 +0000 2017,1613440802.0,United States,PD Cord,594,nigger are,black,cord_pd,Sat Sep 23 21:14:49 +0000 2017,@mosesbread72 No mother insults please. Enough to insult u as a racists nigger who will not get any respect as majo… https://t.co/WXmZrzxi5A,884139773144829953
2108,0,37,88,0,1,0,Thu Oct 02 03:49:20 +0000 2014,7.602517340399862e+17,"Florida, USA",Lord Of Fapland,1907,nigger are,black,LordOfFapland,Sat Sep 23 20:50:14 +0000 2017,"@YourPalRags  are you gonna make a video about h3h3's response on the drama he caused with his opinion on the pewdiepie ""nigger"" drama",2799342623
2109,0,756,1686,1,3,0,Sat Jan 02 21:16:53 +0000 2016,8.903236614456279e+17,Israel,Street Jew,11679,nigger are,black,StreetJew,Sat Sep 23 20:39:16 +0000 2017,@Stormer_DC @Shlomo_Iceberg @abgutman Your having #wetdreams are you - You worthless fucking white nigger - we own… https://t.co/5SUJ5CPWSA,4698528180
2114,1,51,57,0,0,0,Sat Jun 18 17:11:52 +0000 2011,,"Milwaukee, WI",Natasha N. Leigh,49869,nigger are,black,natashanleigh,Sat Sep 23 18:40:17 +0000 2017,"LeBron, Chris and Kobe are all probably doing what I think they’re doing: stepping up because if Trump says nigger, we rioting.",319741427
2115,0,26,233,0,1,0,Sat Jul 08 02:26:51 +0000 2017,7.764471916573573e+17,GYM,HunchoHoudini,123,nigger are,black,jgreenne,Sat Sep 23 18:30:29 +0000 2017,@ISauceGodI Man nigger u are a virgin say goodbye clout chaser,883512676260995072
2116,1,1339,1439,0,1,0,Tue Nov 17 13:36:46 +0000 2009,,"Baltimore, MD",KimmyMonique,48575,nigger are,black,KimmyMonique,Sat Sep 23 18:10:54 +0000 2017,FOH @realDonaldTrump  ol dusty racist ass ! You are the real NIGGER https://t.co/S1hh9BGc02,90630435
2117,1,374,251,0,3,1,Fri May 16 05:09:10 +0000 2014,1421511805.0,Kona,Hans,804,nigger are,black,hansolinger_,Sat Sep 23 17:58:30 +0000 2017,@Jeneacampbell_ @_trisharae_ @KalebEldred You are such an ugly fucking nigger,2497759074
2119,1,1838,3997,0,2,0,Wed Nov 11 06:22:11 +0000 2009,89123330.0,United States,Bleuea,92335,nigger are,black,Bleuea,Sat Sep 23 17:12:36 +0000 2017,@POTUS @realDonaldTrump You are something a thousand times more dangerous than some nigger hating jackass... 2 weak… https://t.co/bHlpRE9L22,89123330
2120,0,23,5,0,0,0,Mon Feb 02 15:57:27 +0000 2009,,Washington DC,Quentin Patrick,321,nigger are,black,qpatrick,Sat Sep 23 17:09:39 +0000 2017,"Jim Crow alive and well. ""Do as you're told Nigger or there will be consequences."" Again and again.... if you are... https://t.co/mbWf4uD0JD",19913041
2122,6,5527,495,0,0,0,Tue Dec 18 00:56:37 +0000 2012,,Somewhere In Brooklyn,Coochie Frito Mami,161298,nigger are,black,H00DFEM,Sat Sep 23 16:28:21 +0000 2017,"First of all ""nigger"" and ""nigga"" are 2 different things
Second of all shut UP https://t.co/N0Xn5XBl5A",1018689319
2124,2,281,33,0,3,0,Sat Feb 28 06:09:12 +0000 2015,8.817417805505946e+17,"New York, USA",⛧ƦЄƛƇƬ⛧,225,nigger are,black,R3acted,Sat Sep 23 16:13:37 +0000 2017,@gracejohnson79 @morgans___ @Anthony2K17_ My nigga are you cheating on me fuckin nigger,3048873259
2125,0,61,235,0,1,0,Mon Jul 03 02:09:13 +0000 2017,120995738.0,"New York, NY",Levon Hughey,3177,nigger are,black,levon_hughey,Sat Sep 23 14:57:35 +0000 2017,@Freeyourmindkid Nigger or any variation of that word isn't my kryptonite. You are going to have to try harder than that.,881696298805678080
2126,0,35,125,0,5,1,Thu Apr 14 01:02:20 +0000 2016,2871899817.0,"Salt Lake City, UT",Adam Lewinsky,82,nigger are,black,ssXD966,Sat Sep 23 14:53:25 +0000 2017,"@frankhowell7911 @TheTweetwit @anthonybakker3 @oconnellaboo @realDonaldTrump Yes it does, Trump is president. The f… https://t.co/1YtIz43RfZ",720416867425370114
2127,0,1550,420,0,2,0,Mon Sep 15 10:09:37 +0000 2014,8.294858688513311e+17,Northern California,Jeremy Leete,31402,nigger are,black,jblockheads,Sat Sep 23 14:26:08 +0000 2017,@brandyplanotx @ChrisJZullo What????? Those guys were flying swastikas and chanting nigger this and Jew that...you… https://t.co/1E34TUAkLE,2811041420
2128,0,14542,14603,0,0,0,Mon Mar 28 17:22:05 +0000 2011,,"Marana, AZ",Steven Ranting,34499,nigger are,black,MeltingInMarana,Sat Sep 23 13:55:11 +0000 2017,But your are a white guys that’s uses the word “nigger” and listens to rap that’s uses the word “nigga” at least 10… https://t.co/pMraANNnZ3,273526335
2129,2,1566,880,0,1,0,Thu Mar 29 06:28:37 +0000 2012,7.528696127238267e+17,"Phoenix, AZ",Deplorable Susan🇺🇸,13004,nigger are,black,momsue2929,Sat Sep 23 11:23:11 +0000 2017,@iamtshabazz He didn’t say kaepernick. There are a lot of players disrespecting our anthem and country. Need ears c… https://t.co/gKZ9KGqQdE,539808666
2130,0,246,1102,0,2,0,Mon Dec 29 10:02:05 +0000 2014,249724468.0,"Washington, DC",Tony ND Middle,4608,nigger are,black,TPsocialEXP,Sat Sep 23 10:33:57 +0000 2017,@indyaerosaab @larryelder Who are the “we all”? Is that the “let that nigger was my car” crowd? https://t.co/qRYgl4Vuag,2948904509
2131,0,68,34,0,2,0,Sun Dec 18 08:09:04 +0000 2016,8.132206506682245e+17,"California, USA",Big Steve 69👎,463,nigger are,black,BIGSTEVE2K,Sat Sep 23 06:35:00 +0000 2017,@FakeHospital_ @HonsyyYT Mine are only fucking 1 dollar these suck nigger dick,810396448458096641
2132,2,751,548,0,1,0,Tue Sep 20 00:13:31 +0000 2016,486029666.0,"Los Angeles, CA",SoCal Beach Goys,412,nigger are,black,BeachGoys,Sat Sep 23 04:47:04 +0000 2017,@NicholasJLevi Dear Jew.  You are a nigger,778024248937885696
2133,5,2118,985,1,0,0,Sat May 29 03:11:46 +0000 2010,,"New York, USA",Descendent,83150,nigger are,black,descendentMC,Sat Sep 23 04:44:43 +0000 2017,#cyphers are dope but one of the reasons I stop going because everybody is cool with white folks saying nigger/a...… https://t.co/x4Tyl6Zxxp,149364103
2134,1,42,24,0,2,0,Sat Jan 23 16:41:05 +0000 2016,7.735151056403128e+17,United States,Mike Barbarossa,641,nigger are,black,Mike_Barbarossa,Sat Sep 23 04:06:58 +0000 2017,@Egal_Matreaux @ImGemineye niggers are nigger's niggers,4839026297
2135,1,1351,2684,0,1,0,Mon Mar 06 02:35:59 +0000 2017,9.049803814930678e+17,United States,Napoleon Swift 🥛,1639,nigger are,black,Pancake_Swift,Sat Sep 23 03:44:51 +0000 2017,@that_groyper They put me in jail for this. Didn't even mention my nigger tweets which are plentiful. Weirdos. https://t.co/OLm45iKnCS,838578880029978624
2136,0,133,144,0,3,0,Tue Aug 08 16:51:39 +0000 2017,3152231724.0,"New Hampshire, USA",marshall,1773,nigger are,black,whatismarshall,Sat Sep 23 02:50:41 +0000 2017,@innoVad3r @oN_drx @HEELSwarley alright lets tone it back here my pinned tweet has nigger in it are you trying to get me benched,894964331342966788
2137,1,319,829,0,2,1,Thu Apr 14 20:42:19 +0000 2011,3976683923.0,"Fayetteville, GA",William Moore,26526,nigger are,black,williamfytylga,Sat Sep 23 01:47:36 +0000 2017,"@benjaminamick43 @csa4_ever Damn it, you are right son, damn that nigger throwing his greasy fist up like that!",282239628
2138,0,9666,5190,0,0,1,Wed Oct 13 22:43:38 +0000 2010,,"California, USA",nobigotry 🇺🇸🌵🇲🇽,84559,nigger are,black,nobigotry,Sat Sep 23 00:06:57 +0000 2017,"""nigger"", ""faggot"" and ""illegal"" are Words, NOT Speech. 😊👇 https://t.co/Nxedip3AaN",202380388
2139,1,460,372,0,1,0,Sat May 28 22:58:11 +0000 2016,8.64904258914857e+17,"South Carolina, USA",🅱️ELL 🐐🍒,5247,nigger are,black,BellNacs,Fri Sep 22 23:26:02 +0000 2017,@LevNathans ARE YOU ON NIGGER,736693077625081856
2140,13,1082,189,0,0,6,Sun Mar 24 17:41:05 +0000 2013,,"Montgomery, TX",justice pak,22617,nigger are,black,cordellpak,Fri Sep 22 23:21:34 +0000 2017,"""who are you?""
""im you but nigger"" https://t.co/doRbRELLOG",1296036534
2141,1,25,43,0,1,0,Tue May 30 16:12:38 +0000 2017,9.094243896362025e+17,United States of America,Shimon Kach,358,nigger are,black,shimon_kach,Fri Sep 22 22:20:24 +0000 2017,"@RightWingTakes2 Who are you calling a nigger? I wasn't calling anyone a nigger, mr nigger sir.",869587365563641857
2143,0,59,268,0,1,0,Mon Nov 07 09:24:06 +0000 2016,7.955574270934385e+17,"California, USA",PhilosopherKing,2057,nigger are,black,PhilosopherK88,Fri Sep 22 20:53:20 +0000 2017,"@LiteralSalt Cornell frat members attacked a blk student and called him a nigger. They are shutting the frat down.
https://t.co/jQMIo6wrEz",795557427093438464
2144,0,12,219,0,1,0,Sun Apr 09 22:58:52 +0000 2017,36686040.0,United States,David Lane,3495,nigger are,black,davidlane8108,Fri Sep 22 20:43:29 +0000 2017,@RepMaxineWaters You are a disgusting evil nigger who deserves everything you get&amp;What you are going to get is 8 years of Trump you witch!,851207813963632640
2145,4,1072,834,0,0,0,Sun Sep 23 03:16:24 +0000 2012,,"Livonia, MI",Justin,17206,nigger are,black,Justinalton22,Fri Sep 22 20:30:38 +0000 2017,"I don't care what the U.S. government claims other countries are up to, ain't no North Korean ever called me nigger",840916063
2146,0,8014,8455,0,8,0,Mon Jun 20 00:33:35 +0000 2016,58600677.0,"Waxahachie, TX",Clayton Muirhead,15060,nigger are,black,ClaytonMuirhead,Fri Sep 22 18:44:00 +0000 2017,@merlyn413 @LanaResistance @tklforgiven @NoScienceDenial @GreekVikingX @Seabeacon7 @Erydactyl @ReplaceReligion… https://t.co/6LiDrSnvzH,744689617991938048
2147,0,410,41,0,1,0,Tue May 12 01:04:03 +0000 2009,216299334.0,"Chicago, IL, USA",😜 CubsCat ☕️,24712,nigger are,black,CubsCat,Fri Sep 22 17:59:38 +0000 2017,"@piersmorgan A Black man (former co-worker) once told me that "" nigger"" and ""nigga"" ARE THE SAME.",39393701
2151,1,19,25,0,1,0,Sun Feb 19 07:39:01 +0000 2017,4736824796.0,In my basement with a rope,SadNiBBaHawk,1586,nigger are,black,HawkIsHere,Fri Sep 22 17:21:19 +0000 2017,"@wellfuckmebitch These ppl are a bunch of idiots. if you are not saying ""Nigga"" or ""Nigger"" in an offensive way the… https://t.co/m2sfY6pEf2",833219320914128897
2152,0,3802,3781,0,2,0,Fri Apr 15 18:02:34 +0000 2011,2539618311.0,"Columbus, OH",Fenrir the Rrowdy,133043,nigger are,black,TheBeastRrowdy,Fri Sep 22 17:06:37 +0000 2017,"@Vernumv @HoosierFooDog That said, there are words like nigger that still do have a clear indication of what's bein… https://t.co/HpGKblTgiW",282684014
2153,0,58,120,0,0,0,Mon Nov 07 23:44:49 +0000 2016,,"Virginia, USA",Paul Spangler,251,nigger are,black,truemanswers,Fri Sep 22 16:49:59 +0000 2017,If certain black folks are offended by the word nigger then stop calling each other one.,795774036424949760
2155,1,946,2811,0,0,0,Sat Oct 20 22:52:56 +0000 2012,,Maryland,X Aaron T. Starks X,64896,nigger are,black,StarkyLuv73,Fri Sep 22 16:04:43 +0000 2017,I would say “you can’t be this fucking dumb” but I know that you are. Why do so many whites yearn to say “nigger” a… https://t.co/IKO2JBiF8J,894194737
2156,7,1144934,7244,0,1,0,Wed Dec 31 17:47:21 +0000 2008,,Brooklyn ALL DAY,Talib Kweli Greene,245674,nigger are,black,TalibKweli,Fri Sep 22 15:59:46 +0000 2017,These mental gymnastics you are using to justify how badly you want to say nigger are unimpressive. @msmotaifurnasty https://t.co/kV99RAZZls,18511475
2157,11,1144934,7244,0,0,5,Wed Dec 31 17:47:21 +0000 2008,,Brooklyn ALL DAY,Talib Kweli Greene,245674,nigger are,black,TalibKweli,Fri Sep 22 15:49:09 +0000 2017,So you are not black but you have established rules for when you can say nigga or nigger? U REALLY thought this out… https://t.co/2Ixee8CVRp,18511475
2158,10,1144934,7244,0,0,0,Wed Dec 31 17:47:21 +0000 2008,,Brooklyn ALL DAY,Talib Kweli Greene,245674,nigger are,black,TalibKweli,Fri Sep 22 15:46:03 +0000 2017,"What's ""soft n?"" You clearly not black. But you wanna say nigger BAD. So what race are you? WHO are u? What's your… https://t.co/OHYSYzZZaT",18511475
2160,14,1144934,7244,0,0,1,Wed Dec 31 17:47:21 +0000 2008,,Brooklyn ALL DAY,Talib Kweli Greene,245674,nigger are,black,TalibKweli,Fri Sep 22 15:35:42 +0000 2017,So are you claiming that because all life starts in Africa white ppl can say nigger with no consequences? Rethink t… https://t.co/V1AkHEY6tH,18511475
2161,12,1703,1299,0,0,0,Tue Aug 06 03:27:41 +0000 2013,,"Atlanta, GA",gawdlee,15825,nigger are,black,belikegawdlee,Fri Sep 22 15:14:03 +0000 2017,"apparently this kid followed me to get blocked 🤔he mustve known that ""i dont care that pewdiepie said nigger"" are the magic words lol",1649377129
2162,27,1144934,7244,0,0,7,Wed Dec 31 17:47:21 +0000 2008,,Brooklyn ALL DAY,Talib Kweli Greene,245674,nigger are,black,TalibKweli,Fri Sep 22 14:18:13 +0000 2017,So u admit black ppl are not treated as equals. But you are mad you can't say nigger in public. You don't see the p… https://t.co/4dMaiAWbjJ,18511475
2163,1,81,61,0,0,1,Thu Apr 20 19:22:09 +0000 2017,,"Montréal, Québec",kni4,348,nigger are,black,niawithak,Fri Sep 22 13:15:24 +0000 2017,"idc who you are, the words nigga/nigger don’t fly w me",855139544378863616
2164,0,1068,451,0,0,0,Sat Dec 19 06:51:11 +0000 2009,,"ON, Canada ",RéSean,123259,nigger are,black,ReSeanRussell,Fri Sep 22 12:15:04 +0000 2017,Yes the fuck we do nigga and nigger are the same word it's just the accent we had and used that made it stick so mo… https://t.co/5c2x3g9xpr,97843021
2165,0,19,138,0,0,0,Thu Oct 27 23:27:15 +0000 2011,,"Chattanooga, TN",SEDATEDKAT,81,nigger are,black,Sedatedkat,Fri Sep 22 12:08:37 +0000 2017,Society is a double edged sword. You are offended by BREASTS and by the words FUCK and NIGGER. But ALL 3 of those words MAKE THE MOST MONEY,399733369
