# favorite of tweet,# followers,# following,# of hastags,# of mentions,# retweets of tweet,account creation date,in reply to,location,name,number of account tweets,phrase,race,screen name,time,tweet,user id,Classification
0,797,580,0,1,0,Mon Jun 28 20:28:09 +0000 2010,137284574.0,Life ,King of Sorrow,220700,coon,black,TheFieldFactor,Mon Sep 25 19:56:15 +0000 2017,@quitfeenin The real ✌🏿 coon ✌🏿,160663710,Hate speech
0,1155,743,0,0,0,Tue Aug 11 22:13:46 +0000 2015,,"Miramar, FL",#BeforeWeEnter,81408,coon,black,WaveyInHerOcean,Mon Sep 25 19:54:06 +0000 2017,coon https://t.co/MvEDEsqBjR,3416331833,Hate speech
0,152,294,0,3,0,Thu May 29 02:54:25 +0000 2014,91323779.0,,cgibbs,170,coon,black,cgibbs19912,Mon Sep 25 19:44:28 +0000 2017,@poetrybymario @oldmanebro @thecoreyholcomb If you selling out your people you are a coon.,2570155427,Hate speech
0,806,766,0,1,0,Mon Oct 10 12:49:52 +0000 2016,1119667201.0,"Virginia Beach, VA",🌻MF TRAV,3666,coon,black,outmytravhouse,Mon Sep 25 19:43:19 +0000 2017,@chalklitbar Google it coon,785462352338714626,Hate speech
0,17,35,0,1,0,Fri Feb 21 04:59:52 +0000 2014,16948493.0,san diego,TruGAboi_HB,645,coon,black,Trugb33,Mon Sep 25 19:40:52 +0000 2017,@tariqnasheed Shows you how much the NFL is a coon plantation. This is what they protest? Donald Trump?,2354257610,Hate speech
1,1155,743,0,0,0,Tue Aug 11 22:13:46 +0000 2015,,"Miramar, FL",#BeforeWeEnter,81408,coon,black,WaveyInHerOcean,Mon Sep 25 19:40:42 +0000 2017,if you colored &amp; still standin with ya hand over ya chest .. you are indeed a coon my good friend.,3416331833,Hate speech
1,66,287,4,2,0,Fri Jun 26 20:41:38 +0000 2009,,"Brooklyn, NY",R.Petty 718,6287,coon,black,Phatfrombk,Mon Sep 25 19:38:09 +0000 2017,What a coon #raylewis is @iAlisaJ @ikeybe now he wants to #TakeAKnee #mmwtbs #TakeTheKnee https://t.co/zUT0046555,51216744,Hate speech
0,31,256,0,1,0,Fri Apr 28 16:19:43 +0000 2017,2871367661.0,"Camden, NJ",Dennis Jones,118,coon,black,2_Gainz,Mon Sep 25 19:35:05 +0000 2017,@raylewis how are u comfortable in your own skin u bitchass coon clown MothaFucker..!!😡🖕,857992733507670016,Hate speech
2,59,39,0,0,0,Mon Sep 15 18:08:53 +0000 2014,,Nearest pub,Scott Hansen,6214,coon,black,CoolestHansen,Mon Sep 25 19:31:29 +0000 2017,"Calm down, you jealous coon. No one wants your poster boy anyway.",2811759625,Hate speech
0,8453,864,0,0,0,Thu Jun 25 00:27:52 +0000 2009,,"Queens, NY",mikeybee.,136354,coon,black,heyitsmikeyx,Mon Sep 25 19:30:05 +0000 2017,See what happens when you run a coon ass show!! :/ https://t.co/BuePv16Lro,50494501,Hate speech
4,175566,665,0,1,0,Fri Sep 23 16:26:09 +0000 2011,2844785056.0,"Los Angeles, CA",Jonna Mae,72466,coon,black,themissesmae,Mon Sep 25 19:25:53 +0000 2017,@ItsAwesomeJoey He’s massive! Almost half of me. Orange Cat is a Maine coon and ultra cuddly. Then we have this lit… https://t.co/mlmA3SuSzF,378677314,Hate speech
6,189,48,0,3,0,Thu Jul 27 20:38:43 +0000 2017,28827943.0,ana ,zam,3955,coon,black,voguechantel,Mon Sep 25 19:25:17 +0000 2017,"@butacup42 @frankscrime @elenadavies uncle tom, tap dancing coon, shoe shining coon, ""can i get you some water massa"" face ass",890672820778180608,Hate speech
0,15699,2810,0,3,0,Mon Oct 10 14:45:53 +0000 2016,8.23488771089834e+17,United States,ᗷᗩᔕEᗪ ᑭᖇIᔕ 🔥,68465,coon,black,passionatechica,Mon Sep 25 19:24:59 +0000 2017,@OgTopDoc @BurgessOwens @Liz_Wheeler You called a man a coon and me a racist. Because why? I tweeted an answer to a… https://t.co/ljRZiDg6vG,785491546900684800,Hate speech
0,485,655,0,1,0,Mon Mar 12 16:37:55 +0000 2012,343169019.0,"Richmond, VA",Calvin,5165,coon,black,shake_life4,Mon Sep 25 19:23:08 +0000 2017,@DonWuan__ I saw coon Lewis on here he can’t make up his mind smh,522392271,Hate speech
0,15699,2810,0,1,0,Mon Oct 10 14:45:53 +0000 2016,4214995979.0,United States,ᗷᗩᔕEᗪ ᑭᖇIᔕ 🔥,68465,coon,black,passionatechica,Mon Sep 25 19:22:48 +0000 2017,@purplemeatballs why are fucking liking a tweet from a guy who called me a racist after he called a black man a coon?,785491546900684800,Hate speech
2,15699,2810,0,3,0,Mon Oct 10 14:45:53 +0000 2016,8.23488771089834e+17,United States,ᗷᗩᔕEᗪ ᑭᖇIᔕ 🔥,68465,coon,black,passionatechica,Mon Sep 25 19:12:54 +0000 2017,@OgTopDoc @BurgessOwens @Liz_Wheeler I'm a racist bitch yet you called someone a coon. Dying laughing 🤣🤣🤣🤣,785491546900684800,Hate speech
0,842,1494,0,0,0,Fri Feb 27 08:14:40 +0000 2009,,"Oakland, CA",Chris,72880,coon,black,ChrisHK,Mon Sep 25 19:12:44 +0000 2017,If you're black a/b to write introspectively on the black community &amp; you're not going to publish through a black owned pub you're a coon.,22120633,Hate speech
0,902,840,0,0,0,Mon Feb 17 20:24:07 +0000 2014,,CHICAGO,Ramèez👁 Babyyyy,21236,coon,black,ThePowerof_Ra,Mon Sep 25 19:10:09 +0000 2017,He just a lame coon ass mulatto 🅿️ https://t.co/ptnFrMDEMv,2349303274,Hate speech
0,438,583,0,3,0,Mon Jan 23 11:13:17 +0000 2017,7.854915469006848e+17,In the middle of nowhere !,Doc,6281,coon,black,OgTopDoc,Mon Sep 25 19:01:44 +0000 2017,@passionatechica @BurgessOwens @Liz_Wheeler Shut up coon !,823488771089833985,Hate speech
0,475,883,0,0,0,Sun Jun 14 00:42:03 +0000 2009,,Chicago IL,Oak Summers,5784,coon,black,OakSummers,Mon Sep 25 18:59:42 +0000 2017,"Today black men online have called me a coon &amp; a bigot. Is bigot worse than coon? 😂 

It's funny to be called a... https://t.co/bGkmGGH1FL",46997485,Hate speech
0,852,915,0,1,0,Sat Jun 22 21:41:10 +0000 2013,62878623.0,East Coast of NC,Ross S. Riley,11642,coon,black,thirty5whelen,Mon Sep 25 18:58:38 +0000 2017,@TimWellsBowHunt Ur the bomb Tim &amp; a hoot to boot. I really love the small game shows. Nothing like hearing a coon… https://t.co/BQaL9VwaAk,1539582751,Hate speech
1,163,151,0,0,0,Sun Oct 03 22:55:49 +0000 2010,,Toronto,Smug,8282,coon,black,smugg_,Mon Sep 25 18:46:30 +0000 2017,I refuse to call Michael Jordan the goat that nigga coon of the century.,198303326,Hate speech
11,357,439,0,0,0,Wed Apr 11 01:43:43 +0000 2012,,"Grand Rapids, MI",Jade,6659,coon,black,jadevillanue,Mon Sep 25 18:45:02 +0000 2017,"of the many random cats that hang around my house, today there was a giant maine coon cat trying to kill squirrels in my yard. I want it.",550602578,Hate speech
0,1102,1196,0,1,1,Thu Dec 16 02:06:05 +0000 2010,226774199.0,MARYLAND ,Ziggy Hendrix,53522,coon,black,Ziggy_fcc,Mon Sep 25 18:40:27 +0000 2017,@R_harris7 And ray Lewis a coon yo,227151346,Hate speech
0,4454,1413,0,1,0,Sun Apr 10 07:20:53 +0000 2011,383860054.0,On a island,LZA💙†,116088,coon,black,DeeperthenLe_,Mon Sep 25 18:39:36 +0000 2017,@Carlitodatnigga Ohhhhhhhh I seen that shit he's a fucking coon smh,279902743,Hate speech
3,337,352,0,0,1,Mon Dec 30 03:11:34 +0000 2013,,"Sacramento, CA",jerod⚡️,15010,coon,black,jkdennings,Mon Sep 25 18:35:05 +0000 2017,facts. Ray Lewis a coon and most these niggas are followers https://t.co/7Au79IFC1l,2268235392,Hate speech
1,291,190,0,0,0,Thu Jul 07 05:56:28 +0000 2016,,"Baltimore, MD",#CJB✨,3323,coon,black,_xCBx4,Mon Sep 25 18:32:55 +0000 2017,Somebody tell this coon to stfu 😂 https://t.co/EojKTbCRGB,750931466557718528,Hate speech
0,21,13,0,1,0,Mon Aug 03 02:40:05 +0000 2015,2579015802.0,"Washington Heights, Manhattan",Kyle Ochoa,363,coon,black,KyleKOchoa,Mon Sep 25 18:32:01 +0000 2017,@MarieFromThe303 That he's a coon,3304777315,Hate speech
0,236,227,0,0,0,Sun Nov 01 14:53:25 +0000 2015,,United States,Day Sibley,2666,coon,black,day_sibley,Mon Sep 25 18:31:59 +0000 2017,Joy Villa is still a coon 😏,4090649302,Hate speech
0,2268,801,0,0,0,Tue Jun 21 06:21:22 +0000 2011,,"Houston, TX",🚥,149066,coon,black,jaydopehtx,Mon Sep 25 18:30:25 +0000 2017,Any player on the Cowboys roster afraid to take a knee is a coon.,321216969,Hate speech
1,3957,4985,0,0,0,Thu Dec 30 01:59:55 +0000 2010,232011675.0,United States,♚,140577,coon,black,iAMPrinceJones,Mon Sep 25 18:27:08 +0000 2017,And it’s not even just some white people being naive to this. There’s some coon ass Hispanic/Black folk that can’t recognize this as well.,232011675,Hate speech
0,154,89,0,1,0,Fri Jun 05 02:48:24 +0000 2009,2908170952.0,"Southside Chicago, IL",T,1121,coon,black,chasebeatz,Mon Sep 25 18:26:05 +0000 2017,@DiamondandSilk U 2 coon rats still getting checks for bootlickin'...haha youll be back....they always wanna come back. Nope!,44802847,Hate speech
0,676,2266,0,1,0,Sun Jan 12 23:42:09 +0000 2014,34938267.0,"Arvada, Colorado",0.5 inch blue derg,16407,coon,black,SkydracNkdragon,Mon Sep 25 18:24:51 +0000 2017,@duncanroo 0:&lt; hay thats my coon!,2288816808,Hate speech
0,762,1140,1,0,0,Mon May 18 02:25:47 +0000 2009,,"Dallas, TX",Blakk Chocolate,15569,coon,black,xrated_chocol8,Mon Sep 25 18:24:30 +0000 2017,#Accoondivist *stolen from someone* lol Activist or Coon...confused much?  I'ma just sit this… https://t.co/iUGSiybe2U,40792424,Hate speech
0,1048,824,0,0,0,Wed Feb 23 00:09:28 +0000 2011,,North Carolina,Dr. Carter,27859,coon,black,BGinTheBuilding,Mon Sep 25 18:22:28 +0000 2017,Ever seen a real life coon. Observe one in its natural habitat here https://t.co/mboFj6ajdP,256257628,Hate speech
1,467,1231,0,1,0,Fri Mar 27 01:34:49 +0000 2009,,,domme bttm,5530,coon,black,bjatlaw,Mon Sep 25 18:15:42 +0000 2017,Is @Ookay the coon of edm? https://t.co/Qcpa96WTYm,26914440,Hate speech
0,50,243,0,1,0,Sun Mar 20 06:13:45 +0000 2016,17614200.0,"Grand Prairie, TX",Robert Morgan,64,coon,black,RobertM25828299,Mon Sep 25 18:12:31 +0000 2017,@KevinJacksonTBS You fucking coon azz motherfucker go back to putting dicks in your mouth,711435539807756289,Hate speech
0,940,341,0,0,0,Thu Feb 26 08:06:13 +0000 2009,,"Maryland, USA",CloutGawd,174533,coon,black,TimxMack,Mon Sep 25 18:11:44 +0000 2017,Lebron and coon dame got the best sigs so far,21989307,Hate speech
0,2063,2609,0,0,0,Thu Feb 05 22:02:21 +0000 2009,,"Jacksonville, FL",Keely,7328,coon,black,KeyClaimingTime,Mon Sep 25 18:11:24 +0000 2017,"I despise the term ""coon"" let's do better",20193923,Hate speech
0,298,282,0,0,0,Mon Jan 26 18:57:15 +0000 2015,,"Boston, MA",No I.D,5245,coon,black,True_Ave,Mon Sep 25 18:11:13 +0000 2017,&amp; I hate dudes who be coon-rapping. Like get that away from the culture. Artistry comes first,3000151493,Hate speech
0,163,259,0,3,0,Wed Sep 16 01:32:39 +0000 2009,16461545.0,"Los Angeles, California",Ev Smith ™,676,coon,black,o0OeV,Mon Sep 25 18:04:21 +0000 2017,@funkflex @raylewis @raylewis is a man of integrity. I'll never call that man a coon or anything outside of his nam… https://t.co/XHSrBeMDz2,74618824,Hate speech
1,119,155,0,0,1,Tue Jan 06 03:27:24 +0000 2015,,"New York, NY",Tony Avellanet,266,coon,black,lvrdtonyy,Mon Sep 25 17:56:18 +0000 2017,Nothing pisses me off more than a coon https://t.co/8e4Fjxm0Et,2963296023,Hate speech
21,594,1350,0,1,0,Thu Jul 02 16:08:44 +0000 2009,16948493.0,"Connecticut, USA",CleverMonster,45616,coon,black,CleverMonsterCT,Mon Sep 25 17:55:51 +0000 2017,"@tariqnasheed I can't stand that coon Jesse Lee, his validation of the WS lies bolsters them! https://t.co/2m44ShzFBZ",53104807,Hate speech
0,1345,2135,0,0,0,Fri May 13 01:27:44 +0000 2011,,Miami Fl ,Kay🇭🇹,64214,coon,black,Ms_K_Blanco,Mon Sep 25 17:50:46 +0000 2017,So is it safe to say that Russell Simmons a coon,297743452,Hate speech
0,423,1787,0,1,0,Mon Aug 24 15:07:51 +0000 2015,2241766364.0,"Detroit, MI",DC Will,1576,coon,black,quaditude,Mon Sep 25 17:50:21 +0000 2017,"@lennoxesq You a straight-up beyotch... The real coon, self-hating stands for nothing piece of shit that runs with the trend",3438125554,Hate speech
0,92,147,0,0,0,Sun Oct 04 00:50:54 +0000 2015,,"Nashville, TN",👑,2105,coon,black,DXMXC901,Mon Sep 25 17:49:25 +0000 2017,The coon gay black men trying to create a beef with Remy &amp; Cardi just cus Remy &amp; Nicki have beef. Pitting the light against the brown girl.,3775654874,Hate speech
1,67,27,1,2,0,Sun Jul 19 21:28:21 +0000 2009,23504870.0,Michigan,Ryan Clarey,2493,coon,black,ryan_clarey,Mon Sep 25 17:46:46 +0000 2017,@SouthPark Gotta go with coon and friends. #fracturedbutwhole @Tricky_Ricky24,58298760,Hate speech
0,85,259,0,4,0,Sun Oct 17 17:10:19 +0000 2010,4548351972.0,Bull City,James Autry III,3523,coon,black,the3rdJameson,Mon Sep 25 17:46:02 +0000 2017,@MammothAllen @Chris11962 @RyanLizza @nflcommish He was called food stamp president. A coon. Not American.... by re… https://t.co/VNwaOBDqY2,203983580,Hate speech
1,1424,1283,0,0,0,Thu Sep 01 23:21:50 +0000 2016,,"Hampton, VA",Rich 🅿️orter,62754,coon,black,DBruton10,Mon Sep 25 17:45:38 +0000 2017,Tom Brady called Trump divisive? 2 for 2 lmaooo y'all can't call me a coon no more B,771488264695914496,Hate speech
2,1027,811,0,0,3,Wed Dec 01 00:09:51 +0000 2010,,"Maryland, USA",U Bum,70448,coon,black,Zero_Gravity40,Mon Sep 25 17:45:09 +0000 2017,I really hate Ray Lewis coon ass smh,221558822,Hate speech
0,614,487,0,0,0,Wed Feb 18 04:50:28 +0000 2009,,"Los Angeles, CA",Cem Possible,28773,coon,black,IBreatheWonder,Mon Sep 25 17:44:56 +0000 2017,"Ever since Trump’s “sons of bitches” blurb, the Coon Patrol has made an about face: Michael Jordan, Ray Lewis, Shady McCoy *add coons below*",21170187,Hate speech
0,2043,723,0,1,0,Fri Dec 12 01:04:25 +0000 2014,1556794304.0,"Dallas, TX",🐾,56733,coon,black,johnicaaaa,Mon Sep 25 17:42:38 +0000 2017,@MoneyBrisco whats understood doesnt need to be explained ... coon,2927251706,Hate speech
1,645,481,0,0,0,Sun Apr 12 17:59:30 +0000 2015,,"Goldsboro, NC",Comme des Garcon,9897,coon,black,miaa_sophia,Mon Sep 25 17:41:14 +0000 2017,"Lmao, he dressed like a damn coon 😂 https://t.co/jsupmK7nd5",3160740016,Hate speech
0,2172,1025,0,1,0,Wed Jun 16 23:10:29 +0000 2010,8.808733118147748e+17,"North Carolina, USA",A.🌻,94881,coon,black,AlyssaHunt_,Mon Sep 25 17:37:46 +0000 2017,@chilllitsjoe Man I be trying but I got called a coon lmaooooo🤣🤣🤣,156433027,Hate speech
0,205,287,0,1,0,Tue Aug 23 01:53:44 +0000 2016,,"Virginia Beach, VA",Cameron,666,coon,black,cam_featherston,Mon Sep 25 17:29:29 +0000 2017,Like I said @raylewis is a coon https://t.co/xDytTkkqbI,767902610326249472,Hate speech
0,2172,1025,0,1,0,Wed Jun 16 23:10:29 +0000 2010,35917386.0,"North Carolina, USA",A.🌻,94881,coon,black,AlyssaHunt_,Mon Sep 25 17:24:04 +0000 2017,@handsumdevil I said this on Facebook the other day and a plethora of black women told me I was a coon. I never lau… https://t.co/XM7yQUk3GJ,156433027,Hate speech
0,2493,2276,0,0,0,Fri Nov 25 02:05:26 +0000 2011,,"Germantown, TN",Black Phillip,147813,coon,black,Pays2Listen,Mon Sep 25 17:23:23 +0000 2017,I never knew John Amos got  kicked off Good Times bcuz he didn't like that coon shit.,420757205,Hate speech
0,55,110,4,1,0,Tue Sep 04 01:42:56 +0000 2012,3220939861.0,USA ,DropSquad,4068,coon,black,dropsquad52,Mon Sep 25 17:22:38 +0000 2017,@thomas_ledford What is this? #coon #houseNigga #sellout #4:44 #OJStory https://t.co/bgxoYoo3cM,801598358,Hate speech
0,393,287,0,0,1,Sun Jan 30 01:13:14 +0000 2011,,Valhalla,KRiLL (+),45577,coon,black,hertopkriiis,Mon Sep 25 17:22:36 +0000 2017,you see Ray Lewis coon ass on BOTH knees? https://t.co/1R8Gc6RFt9,244738334,Hate speech
0,2800,971,0,1,0,Thu Sep 26 22:54:14 +0000 2013,,"District of Columbia, USA",🍂SOPHIA SPICE🍂,79700,coon,black,kiadk_,Mon Sep 25 17:18:12 +0000 2017,Especially this coon @CutonDime25,1909407684,Hate speech
0,1341,1365,0,0,0,Fri Mar 06 23:24:04 +0000 2009,,New York,BLU CHECK TRAITOR 💎,16821,coon,black,winslowlaroche,Mon Sep 25 17:17:45 +0000 2017,"LMFAO @ every art coon jumping @ the chance 2 do something at Housing. Y'all ain't doing this 4 Black ppl, this is all 4 branding.",23135268,Hate speech
0,26,42,0,1,0,Tue May 23 21:34:27 +0000 2017,,"St Louis, MO",Kelly Long,81,coon,black,tvmagotchi,Mon Sep 25 17:14:51 +0000 2017,"Posting more of my doodles, this one is of my ace boon coon @shehvlk https://t.co/CFSnnWvOR0",867131636311306241,Hate speech
0,18,22,0,1,0,Fri Jun 30 16:22:53 +0000 2017,3670247117.0,The Pyramids ,Imani,323,coon,black,ImEarthsSoul,Mon Sep 25 17:14:24 +0000 2017,@ImDontai respond to DNB make a video being a coon and having a seizure to terrify them 💀,880823966004371456,Hate speech
0,55,110,1,2,0,Tue Sep 04 01:42:56 +0000 2012,8.344466604157174e+17,USA ,DropSquad,4068,coon,black,dropsquad52,Mon Sep 25 17:13:49 +0000 2017,@traveler0110 @BlackThoughts91 Some black people see it different .One man's #coon is another man's RICH NIGGA! https://t.co/F9drGUCbiS,801598358,Hate speech
0,797,580,0,0,0,Mon Jun 28 20:28:09 +0000 2010,,Life ,King of Sorrow,220700,coon,black,TheFieldFactor,Mon Sep 25 17:10:33 +0000 2017,How can yall call me a coon and say I hate black food but slandering soul food... Sickening,160663710,Hate speech
0,1043,796,0,1,0,Fri Mar 07 14:33:27 +0000 2014,166044542.0,The bay bridge ,Hbk Commas,122186,coon,black,ClassicManAL,Mon Sep 25 17:09:28 +0000 2017,"@AnthonyH21 He called them coons, without saying coon. Lol",2377207063,Hate speech
32,132283,1281,0,0,6,Fri Jul 01 06:43:31 +0000 2011,,HTX,✨coco kitty✨,58503,coon,black,_benjvmins_,Mon Sep 25 17:07:31 +0000 2017,ray lewis still ain’t shit. coon ass nigga,327237124,Hate speech
0,15,188,0,1,0,Thu May 02 19:48:48 +0000 2013,35586563.0,San Diego,Bay Boy,233,coon,black,707tat1980,Mon Sep 25 17:07:10 +0000 2017,"@jemelehill When, the NFL and owners are called out this coon on both knees. But, Colin was wrong? His gf was RIGHT… https://t.co/tnb1OZVGmb",1398037920,Hate speech
0,1435,922,0,0,0,Wed Jan 26 12:20:50 +0000 2011,,Ea$t Baltimore ,ㅤ✞,184812,coon,black,Mothers40,Mon Sep 25 17:04:36 +0000 2017,"Niggas switch up quick lol , It was all good when he was ""hittin dem folks"" now he wanna be ""coon newton""",243151270,Hate speech
0,975,409,0,0,0,Sun Jan 13 17:15:57 +0000 2008,,"Cleveland, OH",👴🏾 acey,59308,coon,black,_AceSinatra,Mon Sep 25 17:03:08 +0000 2017,"Ray ""the coon"" Lewis. Man that is a funny ass name.",12186412,Hate speech
0,1161,28,0,0,0,Wed Apr 14 22:55:44 +0000 2010,,whea im at,IAINTGOLIE,96961,coon,black,shopwkrave,Mon Sep 25 17:00:31 +0000 2017,this the smartest shit this coon ever said https://t.co/UPttBRkd3A,133062204,Hate speech
0,852,3022,0,1,0,Sun Apr 21 23:40:48 +0000 2013,,"Anoka County, MN",Dad|Daniel (Dandog),10201,coon,black,DandorgSSB,Mon Sep 25 17:00:21 +0000 2017,trip to the coon rapids bathroom vlog: https://t.co/eYqUseVEPq via @YouTube,1370823061,Hate speech
0,4505,3290,0,0,0,Fri Sep 11 04:41:43 +0000 2009,,"Detroit, MIchigan",DIRTY RED,1872,coon,black,fuzzscootaD12,Mon Sep 25 16:59:12 +0000 2017,And dumb ass niggas still sittin @ home watching this flag dootball called the nfl ...coon niggas i swear,73310685,Hate speech
0,1617,603,0,0,0,Wed Apr 13 04:28:03 +0000 2011,,"Winston-Salem, NC",iG: ImTooPlaya,31324,coon,black,itxsvm,Mon Sep 25 16:58:58 +0000 2017,Ray lewis a coon too,281363492,Hate speech
6,32649,2793,0,0,1,Sun Dec 21 23:03:42 +0000 2008,,Los Angeles,Phil Cooke,38465,coon,black,PhilCooke,Mon Sep 25 16:55:46 +0000 2017,"The money of steel ty­coon An­drew Carnegie 
built 1,689 pub­lic li­braries.",18294927,Hate speech
0,2108,839,0,0,0,Mon Jul 27 01:44:14 +0000 2009,,"Newark, NJ",El Jefe,148633,coon,black,SlurRty,Mon Sep 25 16:55:30 +0000 2017,You know it's serious when Michael Jordan coon ass comes to the defense of black people... thought I'd never see th… https://t.co/MF1TNi0Pac,60453193,Hate speech
0,536,2413,0,3,0,Sat Apr 18 04:11:19 +0000 2009,,DuVaL CoUnTY,jaysinstrizzy ✊🏿,24107,coon,black,Mr904,Mon Sep 25 16:54:09 +0000 2017,Fuck  @FirstTake Stephen a is a coon they keep it real on @undisputed @ShannonSharpe keeps it 100,32776830,Hate speech
1,1043,796,0,0,0,Fri Mar 07 14:33:27 +0000 2014,,The bay bridge ,Hbk Commas,122186,coon,black,ClassicManAL,Mon Sep 25 16:52:50 +0000 2017,Man. I'll take a LeBron Stan over a sellout coon any day. Lol https://t.co/W8jrBQaj4I,2377207063,Hate speech
1,1436,3668,0,0,1,Sun Jan 09 02:56:49 +0000 2011,,"Philadelphia, PA",🃏WiLL🀄️,62273,coon,black,CartierNights,Mon Sep 25 16:52:11 +0000 2017,Shannon Sharpe better not coon out cause he just Ethered the whole NFL ✊🏾. https://t.co/eAFk9ce84M,235791200,Hate speech
0,853,1977,0,1,0,Thu Sep 27 20:09:40 +0000 2012,1370901992.0,New York City,Sean Felder,45826,coon,black,FelderSean,Mon Sep 25 16:51:18 +0000 2017,"@BeExposed USTA President Katrina Adams is a Black coon,avoided me and press.",849878088,Hate speech
1,137,211,0,1,0,Fri Aug 04 23:03:53 +0000 2017,8.936084576513229e+17,"San Bernardino, CA",WC-DRS (Murkman),1330,coon,black,WC_Murkman,Mon Sep 25 16:48:12 +0000 2017,"@PLaYBoYKeNxX_2 She looks, acts, sounds, behaves and raps like a coon her entire career, so sometimes I wonder if s… https://t.co/uUlY7D9srK",893608457651322880,Hate speech
0,360,295,0,0,0,Mon Dec 23 03:59:15 +0000 2013,,"New Jersey, USA",🤴🏾,18386,coon,black,Jay_Infamous43,Mon Sep 25 16:44:28 +0000 2017,When we gonna officially disowned Charles Barkley Im tired of his coon ass https://t.co/eBzYfIaf8V,2239203562,Hate speech
